"","GEO.id","GEO.id2","GEO.display.label","Total_Pop","Male","Female","Age_0_14","Age_15_24","Age_25_64","Age_65_older","White_NonHisp","Black_NonHisp","Asian","Hisp","OtherRace","Median_Income_and_Benefits","Pct_Fam_Below_PovLine","Unemp_Rate"
"689","1400000US17031770500",17031770500,"Census Tract 7705, Cook County, Illinois",4213,2129,2084,1006,876,2203,128,754,176,0,3276,7,"38271","17.1","5.7"
"690","1400000US17031770601",17031770601,"Census Tract 7706.01, Cook County, Illinois",3204,1556,1648,479,407,1720,598,2488,19,353,344,0,"90481","0.0","5.6"
"691","1400000US17031770602",17031770602,"Census Tract 7706.02, Cook County, Illinois",5139,2589,2550,955,800,2655,729,2191,204,451,2256,37,"48468","16.4","3.3"
"692","1400000US17031770700",17031770700,"Census Tract 7707, Cook County, Illinois",2518,1314,1204,365,339,1269,545,2168,60,134,151,5,"45183","7.7","3.3"
"693","1400000US17031770800",17031770800,"Census Tract 7708, Cook County, Illinois",5922,3204,2718,1223,856,3255,588,3894,283,488,1131,126,"49609","11.1","6.3"
"694","1400000US17031770901",17031770901,"Census Tract 7709.01, Cook County, Illinois",5040,2383,2657,684,752,2538,1066,4128,0,193,693,26,"47489","5.8","5.5"
"695","1400000US17031770902",17031770902,"Census Tract 7709.02, Cook County, Illinois",3100,1489,1611,320,291,1571,918,2809,0,142,149,0,"52417","8.6","2.4"
"696","1400000US17031800100",17031800100,"Census Tract 8001, Cook County, Illinois",2542,1227,1315,702,277,1194,369,2281,0,17,139,105,"226375","3.3","9.1"
"697","1400000US17031800200",17031800200,"Census Tract 8002, Cook County, Illinois",6148,2948,3200,1737,465,3093,853,5497,116,208,220,107,"166875","5.3","1.8"
"698","1400000US17031800300",17031800300,"Census Tract 8003, Cook County, Illinois",3275,1609,1666,879,374,1516,506,2997,46,107,70,55,"131339","0.0","2.8"
"699","1400000US17031800400",17031800400,"Census Tract 8004, Cook County, Illinois",3911,1836,2075,1099,542,1799,471,3505,0,122,114,170,"241513","2.2","2.1"
"700","1400000US17031800500",17031800500,"Census Tract 8005, Cook County, Illinois",4942,2503,2439,1225,690,2390,637,4440,0,270,180,52,"211750","3.9","2.7"
"701","1400000US17031800600",17031800600,"Census Tract 8006, Cook County, Illinois",2445,1160,1285,707,288,1133,317,2360,17,22,41,5,"241250","1.2","1.3"
"702","1400000US17031800700",17031800700,"Census Tract 8007, Cook County, Illinois",4955,2415,2540,1177,481,2509,788,4270,0,429,142,114,"219250","1.3","3.9"
"703","1400000US17031800800",17031800800,"Census Tract 8008, Cook County, Illinois",2231,1016,1215,266,277,1181,507,1890,0,101,80,160,"93136","0.0","0.4"
"704","1400000US17031800900",17031800900,"Census Tract 8009, Cook County, Illinois",4503,2302,2201,909,584,2278,732,3000,8,1136,349,10,"96080","2.8","2.8"
"705","1400000US17031801000",17031801000,"Census Tract 8010, Cook County, Illinois",4760,2291,2469,918,565,2275,1002,3837,4,653,222,44,"104969","3.2","1.4"
"706","1400000US17031801100",17031801100,"Census Tract 8011, Cook County, Illinois",4711,2578,2133,1329,501,2366,515,4300,23,250,69,69,"133281","0.0","1.6"
"707","1400000US17031801200",17031801200,"Census Tract 8012, Cook County, Illinois",3791,1844,1947,786,535,1683,787,3536,28,114,43,70,"171000","0.0","1.6"
"708","1400000US17031801300",17031801300,"Census Tract 8013, Cook County, Illinois",4100,1979,2121,924,579,1969,628,3662,87,229,122,0,"106765","1.6","2.5"
"709","1400000US17031801400",17031801400,"Census Tract 8014, Cook County, Illinois",2892,1384,1508,644,205,1543,500,2124,15,392,273,88,"120938","2.1","5.6"
"710","1400000US17031801500",17031801500,"Census Tract 8015, Cook County, Illinois",6134,2885,3249,1035,552,2785,1762,5127,197,607,118,85,"74865","2.8","1.9"
"711","1400000US17031801601",17031801601,"Census Tract 8016.01, Cook County, Illinois",4411,2098,2313,764,448,2061,1138,3176,102,986,107,40,"117188","3.1","2.8"
"712","1400000US17031801603",17031801603,"Census Tract 8016.03, Cook County, Illinois",3866,1902,1964,743,445,2009,669,1923,322,1292,289,40,"59167","10.5","3.4"
"713","1400000US17031801605",17031801605,"Census Tract 8016.05, Cook County, Illinois",5741,2613,3128,817,790,2886,1248,4656,70,904,26,85,"97316","2.1","2.2"
"714","1400000US17031801606",17031801606,"Census Tract 8016.06, Cook County, Illinois",5816,3014,2802,997,581,2668,1570,5270,32,364,139,11,"102273","3.3","3.9"
"715","1400000US17031801607",17031801607,"Census Tract 8016.07, Cook County, Illinois",5162,2282,2880,814,692,2920,736,3320,233,1484,92,33,"79231","1.6","2.7"
"716","1400000US17031801608",17031801608,"Census Tract 8016.08, Cook County, Illinois",6356,2990,3366,839,807,3017,1693,4908,20,1091,204,133,"113558","8.1","1.3"
"717","1400000US17031801701",17031801701,"Census Tract 8017.01, Cook County, Illinois",3961,2016,1945,903,633,1933,492,3542,0,325,94,0,"126161","0.0","4.3"
"718","1400000US17031801702",17031801702,"Census Tract 8017.02, Cook County, Illinois",4491,2219,2272,1083,576,2300,532,3820,0,476,166,29,"108938","7.7","3.5"
"719","1400000US17031801800",17031801800,"Census Tract 8018, Cook County, Illinois",5226,2436,2790,898,579,2491,1258,4531,0,498,171,26,"112394","0.0","2.9"
"720","1400000US17031801901",17031801901,"Census Tract 8019.01, Cook County, Illinois",4285,2070,2215,553,345,2084,1303,3037,156,404,678,10,"69509","1.3","3.7"
"721","1400000US17031801902",17031801902,"Census Tract 8019.02, Cook County, Illinois",2969,1500,1469,644,419,1398,508,2595,0,252,36,86,"140729","1.0","1.9"
"722","1400000US17031802002",17031802002,"Census Tract 8020.02, Cook County, Illinois",5422,2458,2964,1074,735,2654,959,4359,118,753,185,7,"105444","2.2","4.3"
"723","1400000US17031802003",17031802003,"Census Tract 8020.03, Cook County, Illinois",2523,1237,1286,491,204,1393,435,1592,76,584,251,20,"106417","0.0","1.7"
"724","1400000US17031802004",17031802004,"Census Tract 8020.04, Cook County, Illinois",5323,2458,2865,711,739,3109,764,3002,81,1377,816,47,"54018","16.6","3.7"
"725","1400000US17031802100",17031802100,"Census Tract 8021, Cook County, Illinois",3392,1672,1720,966,298,1713,415,3093,70,94,42,93,"128631","1.7","2.4"
"726","1400000US17031802200",17031802200,"Census Tract 8022, Cook County, Illinois",4163,1863,2300,835,451,2043,834,3754,2,102,254,51,"123214","2.1","2.6"
"727","1400000US17031802300",17031802300,"Census Tract 8023, Cook County, Illinois",5143,2305,2838,1329,380,2424,1010,3828,111,880,246,78,"94907","5.4","2.5"
"728","1400000US17031802402",17031802402,"Census Tract 8024.02, Cook County, Illinois",4557,1906,2651,883,414,2333,927,2802,70,361,1230,94,"43194","17.0","4.5"
"729","1400000US17031802403",17031802403,"Census Tract 8024.03, Cook County, Illinois",1307,448,859,76,131,594,506,1125,19,92,71,0,"53984","4.7","2.7"
"730","1400000US17031802404",17031802404,"Census Tract 8024.04, Cook County, Illinois",6706,2940,3766,1238,867,3555,1046,3678,91,877,1866,194,"49135","4.3","6.4"
"731","1400000US17031802503",17031802503,"Census Tract 8025.03, Cook County, Illinois",6033,2787,3246,724,756,3407,1146,3905,99,1093,921,15,"69568","2.0","4.4"
"732","1400000US17031802504",17031802504,"Census Tract 8025.04, Cook County, Illinois",6626,3239,3387,1326,1004,3638,658,3241,96,558,2654,77,"63639","5.4","2.9"
"733","1400000US17031802505",17031802505,"Census Tract 8025.05, Cook County, Illinois",6972,4035,2937,1515,920,3984,553,2261,251,1007,3420,33,"63782","11.1","4.2"
"734","1400000US17031802506",17031802506,"Census Tract 8025.06, Cook County, Illinois",2878,1528,1350,763,437,1490,188,1013,0,124,1741,0,"53506","16.7","2.4"
"735","1400000US17031802605",17031802605,"Census Tract 8026.05, Cook County, Illinois",7039,3340,3699,1067,675,3641,1656,5453,28,1017,451,90,"76673","4.4","6.1"
"736","1400000US17031802607",17031802607,"Census Tract 8026.07, Cook County, Illinois",1527,778,749,273,395,679,180,1153,0,0,374,0,"59327","0.0","1.8"
"737","1400000US17031802608",17031802608,"Census Tract 8026.08, Cook County, Illinois",5834,2715,3119,816,440,2959,1619,5178,0,320,336,0,"62966","0.0","7.3"
"738","1400000US17031802609",17031802609,"Census Tract 8026.09, Cook County, Illinois",6410,3160,3250,1411,717,3868,414,2598,72,642,3098,0,"48314","11.6","5.5"
"739","1400000US17031802610",17031802610,"Census Tract 8026.10, Cook County, Illinois",1531,816,715,244,113,843,331,1360,0,73,42,56,"93750","2.4","2.0"
"740","1400000US17031802701",17031802701,"Census Tract 8027.01, Cook County, Illinois",6693,3251,3442,1165,979,3603,946,4541,0,1045,1049,58,"81367","1.0","4.1"
"741","1400000US17031802702",17031802702,"Census Tract 8027.02, Cook County, Illinois",4830,2390,2440,776,623,2578,853,3630,46,830,261,63,"84709","5.4","4.4"
"742","1400000US17031802801",17031802801,"Census Tract 8028.01, Cook County, Illinois",5033,2602,2431,1128,661,2516,728,4273,0,364,376,20,"80417","2.9","2.5"
"743","1400000US17031802802",17031802802,"Census Tract 8028.02, Cook County, Illinois",6385,3037,3348,1254,924,3196,1011,5255,305,511,274,40,"66857","0.5","6.4"
"744","1400000US17031802900",17031802900,"Census Tract 8029, Cook County, Illinois",6160,2869,3291,1113,908,3378,761,5697,0,307,35,121,"98973","1.6","4.0"
"745","1400000US17031803005",17031803005,"Census Tract 8030.05, Cook County, Illinois",2452,1088,1364,402,339,1319,392,2249,54,75,74,0,"53819","0.0","2.7"
"746","1400000US17031803007",17031803007,"Census Tract 8030.07, Cook County, Illinois",5220,2551,2669,1097,290,3121,712,4222,0,177,629,192,"95104","1.9","4.4"
"747","1400000US17031803008",17031803008,"Census Tract 8030.08, Cook County, Illinois",4827,2317,2510,1043,569,2528,687,3944,81,364,428,10,"95735","0.6","3.0"
"748","1400000US17031803010",17031803010,"Census Tract 8030.10, Cook County, Illinois",4739,2272,2467,828,431,2768,712,4067,0,355,298,19,"86440","5.8","4.7"
"749","1400000US17031803012",17031803012,"Census Tract 8030.12, Cook County, Illinois",2284,1064,1220,322,236,1563,163,1267,125,314,546,32,"63370","0.0","4.8"
"750","1400000US17031803013",17031803013,"Census Tract 8030.13, Cook County, Illinois",5324,2627,2697,986,388,3169,781,4516,16,333,419,40,"77244","6.4","5.5"
"751","1400000US17031803014",17031803014,"Census Tract 8030.14, Cook County, Illinois",3889,1845,2044,658,492,2411,328,2745,70,364,678,32,"77500","5.0","7.0"
"752","1400000US17031803015",17031803015,"Census Tract 8030.15, Cook County, Illinois",4640,2463,2177,722,455,2617,846,3712,0,180,493,255,"71792","6.2","3.0"
"753","1400000US17031803016",17031803016,"Census Tract 8030.16, Cook County, Illinois",2053,905,1148,439,140,1045,429,1539,30,353,119,12,"71976","2.4","3.9"
"754","1400000US17031803017",17031803017,"Census Tract 8030.17, Cook County, Illinois",5500,2536,2964,919,781,3128,672,4425,11,499,472,93,"73070","3.6","3.7"
"755","1400000US17031803100",17031803100,"Census Tract 8031, Cook County, Illinois",3236,1665,1571,651,355,1814,416,2954,30,102,125,25,"99631","1.1","2.1"
"756","1400000US17031803200",17031803200,"Census Tract 8032, Cook County, Illinois",6005,2811,3194,1027,426,2684,1868,4905,23,402,629,46,"88530","0.8","3.1"
"757","1400000US17031803300",17031803300,"Census Tract 8033, Cook County, Illinois",5666,2693,2973,1050,370,3380,866,4307,1,495,791,72,"57059","1.0","4.7"
"758","1400000US17031803400",17031803400,"Census Tract 8034, Cook County, Illinois",6301,2973,3328,1267,737,3391,906,5920,32,122,114,113,"94643","3.2","2.4"
"759","1400000US17031803500",17031803500,"Census Tract 8035, Cook County, Illinois",5951,3035,2916,1244,747,2865,1095,5499,24,267,106,55,"89975","0.0","2.6"
"760","1400000US17031803603",17031803603,"Census Tract 8036.03, Cook County, Illinois",6918,3714,3204,1328,889,3874,827,5692,47,739,268,172,"121515","0.0","4.7"
"761","1400000US17031803604",17031803604,"Census Tract 8036.04, Cook County, Illinois",4190,1936,2254,670,607,2453,460,3704,91,156,168,71,"71085","6.4","3.0"
"762","1400000US17031803605",17031803605,"Census Tract 8036.05, Cook County, Illinois",7539,3365,4174,1509,1015,4109,906,5079,321,788,1299,52,"90136","5.4","1.5"
"763","1400000US17031803606",17031803606,"Census Tract 8036.06, Cook County, Illinois",8630,4381,4249,2886,1057,4462,225,1932,313,554,5616,215,"38980","30.0","11.7"
"764","1400000US17031803607",17031803607,"Census Tract 8036.07, Cook County, Illinois",4918,2356,2562,955,621,2711,631,4268,27,218,395,10,"92841","1.5","5.6"
"765","1400000US17031803608",17031803608,"Census Tract 8036.08, Cook County, Illinois",7646,3784,3862,1524,1158,4306,658,4830,572,1085,1046,113,"76934","7.7","4.9"
"766","1400000US17031803610",17031803610,"Census Tract 8036.10, Cook County, Illinois",7144,3526,3618,1422,880,4226,616,4875,380,982,786,121,"72643","5.6","4.2"
"767","1400000US17031803611",17031803611,"Census Tract 8036.11, Cook County, Illinois",5635,2974,2661,1172,717,3448,298,2263,108,841,2208,215,"59716","7.5","6.8"
"768","1400000US17031803612",17031803612,"Census Tract 8036.12, Cook County, Illinois",3521,2025,1496,769,401,2163,188,1480,359,523,1118,41,"63173","10.0","8.2"
"769","1400000US17031803701",17031803701,"Census Tract 8037.01, Cook County, Illinois",2531,1044,1487,387,226,1633,285,2203,0,135,139,54,"69093","2.9","3.8"
"770","1400000US17031803702",17031803702,"Census Tract 8037.02, Cook County, Illinois",5818,2884,2934,1136,593,3216,873,4452,27,755,428,156,"82027","4.0","3.0"
"771","1400000US17031803800",17031803800,"Census Tract 8038, Cook County, Illinois",4797,2354,2443,1019,536,2659,583,3808,3,394,566,26,"82727","3.1","3.0"
"772","1400000US17031803901",17031803901,"Census Tract 8039.01, Cook County, Illinois",3437,1665,1772,422,336,1858,821,2732,58,286,361,0,"61414","4.1","2.8"
"773","1400000US17031803902",17031803902,"Census Tract 8039.02, Cook County, Illinois",3574,1684,1890,697,467,1909,501,2729,125,20,693,7,"66361","3.2","5.9"
"774","1400000US17031804000",17031804000,"Census Tract 8040, Cook County, Illinois",4669,2277,2392,708,846,2406,709,3677,136,99,728,29,"64036","2.3","4.0"
"775","1400000US17031804102",17031804102,"Census Tract 8041.02, Cook County, Illinois",7113,3715,3398,1275,891,3608,1339,5938,6,775,338,56,"119087","2.1","4.9"
"776","1400000US17031804104",17031804104,"Census Tract 8041.04, Cook County, Illinois",5030,2389,2641,971,760,2936,363,3310,0,1337,244,139,"88942","3.8","5.3"
"777","1400000US17031804105",17031804105,"Census Tract 8041.05, Cook County, Illinois",4155,2039,2116,790,738,2208,419,3586,7,313,90,159,"123702","2.9","3.8"
"778","1400000US17031804106",17031804106,"Census Tract 8041.06, Cook County, Illinois",6839,3415,3424,1318,756,3948,817,5007,62,1476,185,109,"98711","1.1","5.4"
"779","1400000US17031804108",17031804108,"Census Tract 8041.08, Cook County, Illinois",3621,1947,1674,471,500,2481,169,1814,202,1194,292,119,"57261","2.9","2.6"
"780","1400000US17031804109",17031804109,"Census Tract 8041.09, Cook County, Illinois",2867,1423,1444,426,265,1571,605,2475,71,143,124,54,"91111","3.6","1.0"
"781","1400000US17031804201",17031804201,"Census Tract 8042.01, Cook County, Illinois",7679,3794,3885,1690,836,3835,1318,5796,62,1107,567,147,"146974","3.6","3.3"
"782","1400000US17031804202",17031804202,"Census Tract 8042.02, Cook County, Illinois",7708,3824,3884,1478,839,4239,1152,6378,0,910,348,72,"113866","5.8","2.5"
"783","1400000US17031804305",17031804305,"Census Tract 8043.05, Cook County, Illinois",7205,3419,3786,1327,1353,4067,458,4191,150,409,2273,182,"68580","5.0","8.4"
"784","1400000US17031804306",17031804306,"Census Tract 8043.06, Cook County, Illinois",5855,2732,3123,1441,787,3045,582,3431,42,60,2296,26,"60711","3.9","3.2"
"785","1400000US17031804308",17031804308,"Census Tract 8043.08, Cook County, Illinois",5084,2465,2619,861,391,3347,485,3189,154,1214,508,19,"77736","1.4","6.3"
"786","1400000US17031804309",17031804309,"Census Tract 8043.09, Cook County, Illinois",3102,1696,1406,777,478,1648,199,1141,27,455,1477,2,"54828","9.3","6.8"
"787","1400000US17031804310",17031804310,"Census Tract 8043.10, Cook County, Illinois",9134,4376,4758,2019,761,5651,703,4773,140,2184,1901,136,"91013","2.1","8.0"
"788","1400000US17031804311",17031804311,"Census Tract 8043.11, Cook County, Illinois",7601,3897,3704,1779,683,4572,567,3718,75,1567,1914,327,"101587","1.9","5.5"
"789","1400000US17031804403",17031804403,"Census Tract 8044.03, Cook County, Illinois",6379,2882,3497,1305,797,3716,561,3427,343,906,1590,113,"69181","3.9","3.5"
"790","1400000US17031804404",17031804404,"Census Tract 8044.04, Cook County, Illinois",5216,2552,2664,1296,599,2979,342,1659,173,616,2735,33,"73254","8.3","5.1"
"791","1400000US17031804405",17031804405,"Census Tract 8044.05, Cook County, Illinois",3580,1735,1845,1485,270,1750,75,603,520,143,2300,14,"42102","17.9","6.8"
"792","1400000US17031804406",17031804406,"Census Tract 8044.06, Cook County, Illinois",6188,2649,3539,1414,551,3808,415,1813,167,1108,3010,90,"72609","9.1","6.3"
"793","1400000US17031804505",17031804505,"Census Tract 8045.05, Cook County, Illinois",3608,1762,1846,680,352,2272,304,2744,46,238,486,94,"62996","1.3","8.1"
"794","1400000US17031804506",17031804506,"Census Tract 8045.06, Cook County, Illinois",5247,2454,2793,910,847,2933,557,3750,322,847,305,23,"107663","3.9","2.9"
"795","1400000US17031804507",17031804507,"Census Tract 8045.07, Cook County, Illinois",11534,5938,5596,2552,1070,6782,1130,6772,901,2814,921,126,"96814","4.4","4.4"
"796","1400000US17031804508",17031804508,"Census Tract 8045.08, Cook County, Illinois",2728,1473,1255,827,433,1395,73,727,181,793,991,36,"54662","18.2","14.9"
"797","1400000US17031804509",17031804509,"Census Tract 8045.09, Cook County, Illinois",6418,3394,3024,1607,1123,3221,467,1690,245,659,3468,356,"68500","12.9","5.0"
"798","1400000US17031804510",17031804510,"Census Tract 8045.10, Cook County, Illinois",6135,2807,3328,1723,849,3114,449,1468,134,245,4235,53,"51172","13.8","10.9"
"799","1400000US17031804511",17031804511,"Census Tract 8045.11, Cook County, Illinois",2121,1044,1077,586,416,1075,44,411,162,293,1255,0,"51429","16.5","9.9"
"800","1400000US17031804603",17031804603,"Census Tract 8046.03, Cook County, Illinois",4908,2426,2482,834,805,2902,367,2389,233,990,1140,156,"46789","20.5","7.7"
"801","1400000US17031804606",17031804606,"Census Tract 8046.06, Cook County, Illinois",7274,3681,3593,1336,988,4332,618,5743,57,1060,358,56,"100074","0.0","3.8"
"802","1400000US17031804607",17031804607,"Census Tract 8046.07, Cook County, Illinois",7206,3471,3735,1420,933,4160,693,5937,0,1143,101,25,"88316","3.8","5.1"
"803","1400000US17031804608",17031804608,"Census Tract 8046.08, Cook County, Illinois",3543,1529,2014,459,398,2280,406,2313,104,663,463,0,"79392","0.0","4.1"
"804","1400000US17031804609",17031804609,"Census Tract 8046.09, Cook County, Illinois",5354,2596,2758,753,750,3327,524,2967,262,1713,220,192,"80957","4.9","4.7"
"805","1400000US17031804610",17031804610,"Census Tract 8046.10, Cook County, Illinois",2218,995,1223,376,112,1320,410,1798,1,335,41,43,"57724","8.1","4.3"
"806","1400000US17031804611",17031804611,"Census Tract 8046.11, Cook County, Illinois",4575,2141,2434,589,425,2920,641,3701,24,588,117,145,"65319","8.8","6.4"
"807","1400000US17031804701",17031804701,"Census Tract 8047.01, Cook County, Illinois",6382,2956,3426,1327,578,3678,799,2430,715,1452,1709,76,"56241","8.4","7.7"
"808","1400000US17031804705",17031804705,"Census Tract 8047.05, Cook County, Illinois",4120,2067,2053,742,360,2694,324,2028,363,1314,387,28,"66750","7.0","4.5"
"809","1400000US17031804706",17031804706,"Census Tract 8047.06, Cook County, Illinois",2465,1255,1210,450,280,1430,305,1944,0,299,171,51,"85179","3.6","5.5"
"810","1400000US17031804709",17031804709,"Census Tract 8047.09, Cook County, Illinois",6649,3228,3421,1267,822,3384,1176,3381,616,1236,1315,101,"61937","4.6","5.4"
"811","1400000US17031804710",17031804710,"Census Tract 8047.10, Cook County, Illinois",4465,2143,2322,824,674,2472,495,3392,81,443,458,91,"79531","0.0","5.4"
"812","1400000US17031804711",17031804711,"Census Tract 8047.11, Cook County, Illinois",7268,3753,3515,1472,1234,4102,460,3262,515,2126,1346,19,"61694","9.4","7.4"
"813","1400000US17031804712",17031804712,"Census Tract 8047.12, Cook County, Illinois",5969,3040,2929,1214,926,3452,377,3725,431,875,861,77,"96090","2.6","4.6"
"814","1400000US17031804713",17031804713,"Census Tract 8047.13, Cook County, Illinois",4285,2233,2052,520,625,2862,278,2481,307,1032,450,15,"60136","1.3","4.4"
"815","1400000US17031804714",17031804714,"Census Tract 8047.14, Cook County, Illinois",3391,1609,1782,462,556,1995,378,2445,114,373,459,0,"79583","0.0","3.7"
"816","1400000US17031804715",17031804715,"Census Tract 8047.15, Cook County, Illinois",3848,2168,1680,756,662,2114,316,1224,159,915,1521,29,"45750","7.9","5.9"
"817","1400000US17031804716",17031804716,"Census Tract 8047.16, Cook County, Illinois",5064,2416,2648,881,535,3281,367,2472,47,1755,758,32,"85677","2.1","5.4"
"818","1400000US17031804803",17031804803,"Census Tract 8048.03, Cook County, Illinois",5527,2635,2892,950,1014,3082,481,4248,49,688,322,220,"79669","2.9","4.5"
"819","1400000US17031804804",17031804804,"Census Tract 8048.04, Cook County, Illinois",6762,3154,3608,1415,1038,3606,703,4132,152,1099,1207,172,"59738","11.3","7.4"
"820","1400000US17031804805",17031804805,"Census Tract 8048.05, Cook County, Illinois",7261,3634,3627,1257,1150,4164,690,5208,307,742,960,44,"79167","1.0","6.1"
"821","1400000US17031804806",17031804806,"Census Tract 8048.06, Cook County, Illinois",3836,1886,1950,1004,695,1918,219,1717,411,444,1159,105,"71979","11.0","7.6"
"822","1400000US17031804807",17031804807,"Census Tract 8048.07, Cook County, Illinois",5073,2428,2645,975,588,2942,568,3486,243,578,710,56,"77471","4.1","7.2"
"823","1400000US17031804808",17031804808,"Census Tract 8048.08, Cook County, Illinois",2413,1362,1051,396,338,1329,350,1944,109,81,279,0,"73106","0.8","3.5"
"824","1400000US17031804809",17031804809,"Census Tract 8048.09, Cook County, Illinois",4002,1907,2095,702,412,2330,558,3184,20,318,352,128,"90656","2.7","4.2"
"825","1400000US17031804810",17031804810,"Census Tract 8048.10, Cook County, Illinois",7014,3379,3635,1292,946,3800,976,4705,350,847,782,330,"66129","7.3","3.6"
"826","1400000US17031804901",17031804901,"Census Tract 8049.01, Cook County, Illinois",6704,3080,3624,1532,586,3553,1033,5997,67,315,255,70,"81055","5.8","4.8"
"827","1400000US17031804902",17031804902,"Census Tract 8049.02, Cook County, Illinois",5050,2308,2742,881,516,2725,928,3712,0,779,405,154,"93125","0.0","2.5"
"828","1400000US17031805001",17031805001,"Census Tract 8050.01, Cook County, Illinois",4902,2417,2485,972,421,2489,1020,4375,78,164,217,68,"90722","4.2","4.5"
"829","1400000US17031805002",17031805002,"Census Tract 8050.02, Cook County, Illinois",6992,3578,3414,1185,804,4039,964,4092,92,1030,1404,374,"49593","6.7","3.5"
"830","1400000US17031805105",17031805105,"Census Tract 8051.05, Cook County, Illinois",7337,3685,3652,1714,905,4146,572,3635,252,456,2957,37,"49615","13.2","6.8"
"831","1400000US17031805106",17031805106,"Census Tract 8051.06, Cook County, Illinois",2483,1297,1186,396,138,1411,538,2021,97,284,38,43,"65729","6.2","6.5"
"832","1400000US17031805107",17031805107,"Census Tract 8051.07, Cook County, Illinois",6110,3045,3065,1120,700,3862,428,2738,307,1216,1552,297,"52639","9.7","6.8"
"833","1400000US17031805108",17031805108,"Census Tract 8051.08, Cook County, Illinois",7139,4113,3026,1213,816,4611,499,2270,419,1079,3178,193,"62180","10.7","4.4"
"834","1400000US17031805109",17031805109,"Census Tract 8051.09, Cook County, Illinois",4200,2013,2187,760,493,1983,964,3363,187,569,67,14,"71048","6.5","4.0"
"835","1400000US17031805110",17031805110,"Census Tract 8051.10, Cook County, Illinois",4129,1857,2272,512,422,2033,1162,3490,28,228,352,31,"66134","0.0","6.6"
"836","1400000US17031805111",17031805111,"Census Tract 8051.11, Cook County, Illinois",7951,3986,3965,1690,796,4743,722,3449,194,1717,2211,380,"54837","8.7","6.1"
"837","1400000US17031805112",17031805112,"Census Tract 8051.12, Cook County, Illinois",2977,1396,1581,422,314,1499,742,1892,1,718,298,68,"49493","4.9","4.2"
"838","1400000US17031805201",17031805201,"Census Tract 8052.01, Cook County, Illinois",3389,1723,1666,548,256,1736,849,2428,64,745,117,35,"76440","6.2","3.1"
"839","1400000US17031805202",17031805202,"Census Tract 8052.02, Cook County, Illinois",3984,1931,2053,854,344,2247,539,2723,61,904,296,0,"70550","2.1","3.3"
"840","1400000US17031805301",17031805301,"Census Tract 8053.01, Cook County, Illinois",3340,1579,1761,601,256,1750,733,1999,0,1043,221,77,"63819","3.8","5.9"
"841","1400000US17031805302",17031805302,"Census Tract 8053.02, Cook County, Illinois",3508,1672,1836,534,312,1857,805,2362,16,624,414,92,"74063","4.9","3.2"
"842","1400000US17031805401",17031805401,"Census Tract 8054.01, Cook County, Illinois",4007,1938,2069,653,484,1945,925,3032,0,428,538,9,"65000","5.4","4.4"
"843","1400000US17031805402",17031805402,"Census Tract 8054.02, Cook County, Illinois",5184,2531,2653,791,443,2775,1175,3858,3,508,663,152,"55398","0.0","3.0"
"844","1400000US17031805501",17031805501,"Census Tract 8055.01, Cook County, Illinois",3421,1771,1650,537,500,1710,674,3114,75,120,87,25,"93587","5.5","3.4"
"845","1400000US17031805502",17031805502,"Census Tract 8055.02, Cook County, Illinois",3612,1663,1949,749,470,1731,662,3496,5,11,100,0,"97143","0.8","3.3"
"846","1400000US17031805600",17031805600,"Census Tract 8056, Cook County, Illinois",4739,2387,2352,1139,664,2367,569,4327,25,162,186,39,"111728","1.8","5.8"
"847","1400000US17031805701",17031805701,"Census Tract 8057.01, Cook County, Illinois",5209,2329,2880,1194,558,2561,896,4862,0,40,260,47,"87016","1.4","2.0"
"848","1400000US17031805702",17031805702,"Census Tract 8057.02, Cook County, Illinois",1902,899,1003,373,197,1136,196,1751,2,108,25,16,"86758","1.3","3.0"
"849","1400000US17031805801",17031805801,"Census Tract 8058.01, Cook County, Illinois",2533,1217,1316,281,297,1371,584,2238,0,222,3,70,"99722","2.8","1.2"
"850","1400000US17031805802",17031805802,"Census Tract 8058.02, Cook County, Illinois",5135,2409,2726,1064,671,2630,770,4421,2,100,557,55,"91184","3.1","2.9"
"851","1400000US17031805901",17031805901,"Census Tract 8059.01, Cook County, Illinois",3959,1815,2144,472,388,2113,986,3245,21,288,262,143,"71894","4.1","5.7"
"852","1400000US17031805902",17031805902,"Census Tract 8059.02, Cook County, Illinois",6377,3113,3264,1024,625,3167,1561,4766,179,1102,311,19,"85260","0.7","3.9"
"853","1400000US17031806001",17031806001,"Census Tract 8060.01, Cook County, Illinois",5330,2624,2706,850,584,3315,581,2427,61,1923,832,87,"47039","11.9","2.7"
"854","1400000US17031806002",17031806002,"Census Tract 8060.02, Cook County, Illinois",7872,3497,4375,1478,1009,4514,871,3345,474,2935,901,217,"45455","3.4","5.3"
"855","1400000US17031806003",17031806003,"Census Tract 8060.03, Cook County, Illinois",7854,3700,4154,1222,928,4580,1124,3458,68,3617,684,27,"54960","3.4","5.7"
"856","1400000US17031806004",17031806004,"Census Tract 8060.04, Cook County, Illinois",7400,3518,3882,989,591,4116,1704,4316,303,1791,871,119,"41009","9.4","3.3"
"857","1400000US17031806102",17031806102,"Census Tract 8061.02, Cook County, Illinois",3863,1932,1931,511,467,2390,495,2840,166,390,467,0,"70313","3.6","4.3"
